target,id,date,flag,user,text,loc,latitude,longitude,company_tag
0,6190,2025-04-16 19:19:40,DishDash,foodfan1867,"DishDash messed up my order, very unhappy.","San Diego, CA, USA",32.7157,-117.1611,DishDash
4,6191,2025-12-23 03:44:14,DishDash,nomlover7990,"Huge thanks to DishDash, my food arrived hot and fresh.","Chicago, IL, USA",41.8781,-87.6298,DishDash
0,6192,2023-01-26 09:34:23,EatsNow,happyeater7975,Terrible service by EatsNow. Not ordering again.,"San Antonio, TX, USA",29.4241,-98.4936,EatsNow
4,6193,2024-04-07 06:28:22,MealExpress,yumqueen7432,"Huge thanks to MealExpress, my food arrived hot and fresh.","San Antonio, TX, USA",29.4241,-98.4936,MealExpress
4,6194,2025-01-13 11:06:35,MealExpress,happyqueen2490,"MealExpress never disappoints, great experience.","Rome, Italy",41.9028,12.4964,MealExpress
4,6195,2023-07-24 02:03:27,FoodFrenzy,fastgeek7718,Just got my order from FoodFrenzy - absolutely delicious! #yum,"Amsterdam, Netherlands",52.3676,4.9041,FoodFrenzy
2,6196,2025-03-13 21:33:00,FoodFrenzy,foodeater9407,"Got my usual order from FoodFrenzy, no issues.","Houston, TX, USA",29.7604,-95.3698,FoodFrenzy
0,6197,2023-03-04 20:48:23,QuickGrub,eatqueen9315,"QuickGrub messed up my order, very unhappy.","Paris, France",48.8566,2.3522,Unknown
4,6198,2024-04-03 03:58:31,DishDash,superaddict1956,Loving the service from DishDash! So fast and reliable.,"Vienna, Austria",48.2082,16.3738,DishDash
0,6199,2023-01-17 21:37:23,EatsNow,fastgeek3290,Terrible service by EatsNow. Not ordering again.,"Dallas, TX, USA",32.7767,-96.797,EatsNow
2,6200,2024-01-22 02:58:05,MealExpress,foodnut7160,"Ordered from MealExpress, it was okay.","Berlin, Germany",52.52,13.405,MealExpress
2,6201,2023-10-07 01:12:11,DishDash,fastking8378,"Got my usual order from DishDash, no issues.","Berlin, Germany",52.52,13.405,DishDash
4,6202,2024-04-15 14:24:18,QuickGrub,yumaddict9905,"Huge thanks to QuickGrub, my food arrived hot and fresh.","Houston, TX, USA",29.7604,-95.3698,Unknown
0,6203,2024-02-12 18:18:38,FoodFrenzy,hungerguru4161,Worst experience ever with FoodFrenzy. Save your money.,"Philadelphia, PA, USA",39.9526,-75.1652,FoodFrenzy
2,6204,2025-04-30 20:11:40,DishDash,yumlover9615,DishDash service felt average today.,"Philadelphia, PA, USA",39.9526,-75.1652,DishDash
2,6205,2023-09-06 04:43:17,EatsNow,fastqueen6472,"Got my usual order from EatsNow, no issues.","San Diego, CA, USA",32.7157,-117.1611,EatsNow
0,6206,2023-03-25 18:41:28,DishDash,supernut7006,Terrible service by DishDash. Not ordering again.,"Dublin, Ireland",53.3498,-6.2603,DishDash
2,6207,2023-05-20 04:45:57,EatsNow,eatfan6668,"EatsNow delivery was standard, nothing special.","San Jose, CA, USA",37.3382,-121.8863,EatsNow
4,6208,2023-10-29 07:57:29,MealExpress,fastnut2099,"MealExpress never disappoints, great experience.","Vienna, Austria",48.2082,16.3738,MealExpress
2,6209,2024-04-30 17:53:36,DishDash,fasteater8201,"Pizza arrived from DishDash, as expected.","San Antonio, TX, USA",29.4241,-98.4936,DishDash
0,6210,2023-01-28 21:15:55,FoodFrenzy,eatrunner7388,My order from FoodFrenzy was cold and soggy.,"Los Angeles, CA, USA",34.0522,-118.2437,FoodFrenzy
2,6211,2024-09-22 05:01:01,MealExpress,dailyguru3202,"Ordered from MealExpress, it was okay.","Munich, Germany",48.1351,11.582,MealExpress
0,6212,2023-02-11 12:03:03,FoodFrenzy,nomeater765,Terrible service by FoodFrenzy. Not ordering again.,"Barcelona, Spain",41.3851,2.1734,FoodFrenzy
0,6213,2023-05-03 20:22:00,EatsNow,yumrunner6431,"EatsNow messed up my order, very unhappy.","Los Angeles, CA, USA",34.0522,-118.2437,EatsNow
4,6214,2023-04-03 20:29:57,MealExpress,eatlover9366,Shoutout to MealExpress for amazing delivery speed!,"New York, NY, USA",40.7128,-74.006,MealExpress
2,6215,2025-02-19 05:06:42,QuickGrub,superlover3911,"QuickGrub delivery was standard, nothing special.","Amsterdam, Netherlands",52.3676,4.9041,Unknown
0,6216,2023-05-02 21:52:02,FoodFrenzy,superqueen6709,"FoodFrenzy messed up my order, very unhappy.","Rome, Italy",41.9028,12.4964,FoodFrenzy
2,6217,2024-04-30 12:55:58,FoodFrenzy,foodnut2621,"Ordered for Labour Day with FoodFrenzy, we'll see.","Amsterdam, Netherlands",52.3676,4.9041,FoodFrenzy
0,6218,2024-03-21 15:25:47,QuickGrub,happyeater7534,Terrible service by QuickGrub. Not ordering again.,"Houston, TX, USA",29.7604,-95.3698,Unknown
4,6219,2025-03-07 00:44:22,QuickGrub,fastnut3635,Loving the service from QuickGrub! So fast and reliable.,"Barcelona, Spain",41.3851,2.1734,Unknown
4,6220,2025-03-07 23:46:53,QuickGrub,nomguru7564,Loving the service from QuickGrub! So fast and reliable.,"Houston, TX, USA",29.7604,-95.3698,Unknown
0,6221,2024-09-20 07:49:46,NO_QUERY,happyaddict8464,My order from MealExpress was cold and soggy.,"Madrid, Spain",40.4168,-3.7038,MealExpress
2,6222,2023-05-14 22:22:56,EatsNow,quickaddict9295,EatsNow service felt average today.,"Philadelphia, PA, USA",39.9526,-75.1652,EatsNow
2,6223,2024-05-10 11:30:30,NO_QUERY,nomqueen4420,"Ordered from QuickGrub, it was okay.","Houston, TX, USA",29.7604,-95.3698,Unknown
0,6224,2024-08-31 08:18:28,DishDash,superfan1452,My order from DishDash was cold and soggy.,"Paris, France",48.8566,2.3522,DishDash
4,6225,2023-05-06 15:36:41,NO_QUERY,dailyrunner2829,"Huge thanks to EatsNow, my food arrived hot and fresh.","New York, NY, USA",40.7128,-74.006,EatsNow
4,6226,2023-10-24 15:29:17,DishDash,eatking5892,Shoutout to DishDash for amazing delivery speed!,"Rome, Italy",41.9028,12.4964,DishDash
0,6227,2024-10-26 04:03:15,FoodFrenzy,dailyaddict3127,My order from FoodFrenzy was cold and soggy.,"New York, NY, USA",40.7128,-74.006,FoodFrenzy
0,6228,2024-01-22 17:04:35,QuickGrub,quickaddict2098,My order from QuickGrub was cold and soggy.,"Phoenix, AZ, USA",33.4484,-112.074,Unknown
0,6229,2023-11-27 02:09:06,QuickGrub,hungerqueen980,Worst experience ever with QuickGrub. Save your money.,"Dublin, Ireland",53.3498,-6.2603,Unknown
4,6230,2024-12-25 21:58:25,EatsNow,nomaddict6681,Just got my order from EatsNow - absolutely delicious! #yum,"Amsterdam, Netherlands",52.3676,4.9041,EatsNow
2,6231,2025-02-11 09:37:45,QuickGrub,quickguru2437,"Pizza arrived from QuickGrub, as expected.","Barcelona, Spain",41.3851,2.1734,Unknown
0,6232,2023-06-06 16:43:11,DishDash,foodgeek6490,"DishDash messed up my order, very unhappy.","San Antonio, TX, USA",29.4241,-98.4936,DishDash
0,6233,2024-07-07 10:59:03,EatsNow,dailyfan4775,Terrible service by EatsNow. Not ordering again.,"Philadelphia, PA, USA",39.9526,-75.1652,EatsNow
4,6234,2024-09-20 19:21:33,QuickGrub,nomaddict7069,"QuickGrub never disappoints, great experience.","Barcelona, Spain",41.3851,2.1734,Unknown
4,6235,2023-07-08 06:11:09,EatsNow,yumguru5829,Shoutout to EatsNow for amazing delivery speed!,"Phoenix, AZ, USA",33.4484,-112.074,EatsNow
2,6236,2023-05-30 07:39:00,DishDash,nomrunner3152,"Pizza arrived from DishDash, as expected.","Phoenix, AZ, USA",33.4484,-112.074,DishDash
2,6237,2024-11-28 01:20:45,DishDash,eatlover5380,DishDash service felt average today.,"Dublin, Ireland",53.3498,-6.2603,DishDash
4,6238,2024-07-23 13:16:12,DishDash,happyqueen3280,"Huge thanks to DishDash, my food arrived hot and fresh.","San Antonio, TX, USA",29.4241,-98.4936,DishDash
2,6239,2023-01-27 15:11:03,FoodFrenzy,quickeater366,"Got my usual order from FoodFrenzy, no issues.","Rome, Italy",41.9028,12.4964,FoodFrenzy
2,6240,2024-08-27 17:56:15,DishDash,nomgeek6726,"DishDash delivery was standard, nothing special.","Philadelphia, PA, USA",39.9526,-75.1652,DishDash
4,6241,2024-12-18 21:59:06,EatsNow,yumrunner4271,"Huge thanks to EatsNow, my food arrived hot and fresh.","Dallas, TX, USA",32.7767,-96.797,EatsNow
2,6242,2023-01-16 19:52:52,EatsNow,yumgeek5204,"Ordered from EatsNow, it was okay.","Madrid, Spain",40.4168,-3.7038,EatsNow
0,6243,2024-05-18 15:32:46,DishDash,fastguru5079,My order from DishDash was cold and soggy.,"Barcelona, Spain",41.3851,2.1734,DishDash
4,6244,2025-02-13 17:27:58,FoodFrenzy,supernut7734,Shoutout to FoodFrenzy for amazing delivery speed!,"Berlin, Germany",52.52,13.405,FoodFrenzy
4,6245,2024-06-04 23:53:17,MealExpress,yumaddict4062,"MealExpress never disappoints, great experience.","San Diego, CA, USA",32.7157,-117.1611,MealExpress
2,6246,2023-05-03 08:57:42,DishDash,yumgeek9409,"Ordered for Labour Day with DishDash, we'll see.","Munich, Germany",48.1351,11.582,DishDash
2,6247,2024-10-18 04:25:19,QuickGrub,happygeek8711,"Got my usual order from QuickGrub, no issues.","Berlin, Germany",52.52,13.405,Unknown
4,6248,2023-04-11 08:12:39,QuickGrub,superking7914,Loving the service from QuickGrub! So fast and reliable.,"San Jose, CA, USA",37.3382,-121.8863,Unknown
2,6249,2025-01-02 08:50:41,FoodFrenzy,hungerking7647,"Got my usual order from FoodFrenzy, no issues.","Barcelona, Spain",41.3851,2.1734,FoodFrenzy
4,6250,2024-03-30 01:48:26,MealExpress,supergeek8016,Just got my order from MealExpress - absolutely delicious! #yum,"Los Angeles, CA, USA",34.0522,-118.2437,MealExpress
4,6251,2025-02-13 21:17:03,DishDash,hungerlover4715,Just got my order from DishDash - absolutely delicious! #yum,"Barcelona, Spain",41.3851,2.1734,DishDash
2,6252,2025-02-10 04:35:29,MealExpress,quickgeek9970,"Ordered from MealExpress, it was okay.","London, UK",51.5074,-0.1278,MealExpress
0,6253,2023-05-03 08:10:28,FoodFrenzy,quickking3804,Really disappointed with FoodFrenzy today. Late delivery.,"Philadelphia, PA, USA",39.9526,-75.1652,FoodFrenzy
2,6254,2024-09-27 19:16:49,MealExpress,eatnut7008,"Pizza arrived from MealExpress, as expected.","Dublin, Ireland",53.3498,-6.2603,MealExpress
2,6255,2023-05-07 04:16:12,DishDash,nomnut8169,"Pizza arrived from DishDash, as expected.","Phoenix, AZ, USA",33.4484,-112.074,DishDash
2,6256,2023-02-23 01:45:09,EatsNow,quickaddict3001,"Ordered from EatsNow, it was okay.","New York, NY, USA",40.7128,-74.006,EatsNow
0,6257,2024-10-05 14:17:20,FoodFrenzy,eatking2474,My order from FoodFrenzy was cold and soggy.,"Amsterdam, Netherlands",52.3676,4.9041,FoodFrenzy
4,6258,2023-06-29 04:46:47,FoodFrenzy,supernut803,"FoodFrenzy never disappoints, great experience.","Chicago, IL, USA",41.8781,-87.6298,FoodFrenzy
2,6259,2024-04-13 11:54:29,QuickGrub,superfan973,"Ordered from QuickGrub, it was okay.","Houston, TX, USA",29.7604,-95.3698,Unknown
2,6260,2024-01-09 17:59:06,NO_QUERY,hungerqueen5882,"Pizza arrived from QuickGrub, as expected.","Phoenix, AZ, USA",33.4484,-112.074,Unknown
4,6261,2024-02-11 16:45:49,FoodFrenzy,eatfan5046,Just got my order from FoodFrenzy - absolutely delicious! #yum,"New York, NY, USA",40.7128,-74.006,FoodFrenzy
0,6262,2023-09-10 12:11:51,DishDash,fastqueen6421,Worst experience ever with DishDash. Save your money.,"Vienna, Austria",48.2082,16.3738,DishDash
0,6263,2025-01-15 02:44:55,QuickGrub,foodqueen5525,"QuickGrub messed up my order, very unhappy.","Philadelphia, PA, USA",39.9526,-75.1652,Unknown
2,6264,2023-04-18 11:57:32,FoodFrenzy,superlover9242,"Ordered from FoodFrenzy, it was okay.","Dallas, TX, USA",32.7767,-96.797,FoodFrenzy
2,6265,2023-12-03 18:21:27,QuickGrub,fastaddict5900,"QuickGrub delivery was standard, nothing special.","San Diego, CA, USA",32.7157,-117.1611,Unknown
2,6266,2023-05-25 16:46:13,QuickGrub,superguru947,"Ordered from QuickGrub, it was okay.","Dallas, TX, USA",32.7767,-96.797,Unknown
0,6267,2025-01-27 07:49:26,MealExpress,quicknut9245,"MealExpress messed up my order, very unhappy.","Los Angeles, CA, USA",34.0522,-118.2437,MealExpress
2,6268,2023-08-29 02:35:04,MealExpress,hungerlover5608,"MealExpress delivery was standard, nothing special.","Dublin, Ireland",53.3498,-6.2603,MealExpress
4,6269,2024-05-02 02:37:52,MealExpress,yumguru9032,Shoutout to MealExpress for amazing delivery speed!,"Paris, France",48.8566,2.3522,MealExpress
4,6270,2023-07-26 17:58:42,QuickGrub,yumnut1172,"Huge thanks to QuickGrub, my food arrived hot and fresh.","Houston, TX, USA",29.7604,-95.3698,Unknown
4,6271,2024-06-07 06:42:11,FoodFrenzy,superfan432,Loving the service from FoodFrenzy! So fast and reliable.,"London, UK",51.5074,-0.1278,FoodFrenzy
4,6272,2023-11-19 13:12:29,EatsNow,happygeek2974,"EatsNow never disappoints, great experience.","Philadelphia, PA, USA",39.9526,-75.1652,EatsNow
0,6273,2024-04-07 18:23:37,DishDash,nomaddict561,"DishDash messed up my order, very unhappy.","San Diego, CA, USA",32.7157,-117.1611,DishDash
4,6274,2024-01-24 16:17:53,DishDash,foodlover1596,Loving the service from DishDash! So fast and reliable.,"Berlin, Germany",52.52,13.405,DishDash
2,6275,2023-03-02 05:50:18,DishDash,fastguru8717,DishDash service felt average today.,"San Diego, CA, USA",32.7157,-117.1611,DishDash
0,6276,2023-11-19 21:52:45,MealExpress,supergeek5716,Terrible service by MealExpress. Not ordering again.,"Berlin, Germany",52.52,13.405,MealExpress
4,6277,2024-04-21 23:01:04,QuickGrub,happyqueen4008,Just got my order from QuickGrub - absolutely delicious! #yum,"Phoenix, AZ, USA",33.4484,-112.074,Unknown
4,6278,2025-03-30 03:23:59,NO_QUERY,hungereater471,Shoutout to QuickGrub for amazing delivery speed!,"New York, NY, USA",40.7128,-74.006,Unknown
4,6279,2024-01-06 03:33:43,FoodFrenzy,fastgeek7623,Loving the service from FoodFrenzy! So fast and reliable.,"Vienna, Austria",48.2082,16.3738,FoodFrenzy
2,6280,2024-08-04 05:28:09,FoodFrenzy,dailyqueen1349,FoodFrenzy service felt average today.,"San Jose, CA, USA",37.3382,-121.8863,FoodFrenzy
4,6281,2025-05-01 03:51:20,MealExpress,eatfan415,Loving the service from MealExpress! So fast and reliable.,"Dublin, Ireland",53.3498,-6.2603,MealExpress
2,6282,2024-03-30 18:46:03,MealExpress,superking1161,"MealExpress delivery was standard, nothing special.","Berlin, Germany",52.52,13.405,MealExpress
2,6283,2024-07-27 03:30:49,EatsNow,eatgeek4093,"Ordered from EatsNow, it was okay.","Los Angeles, CA, USA",34.0522,-118.2437,EatsNow
4,6284,2023-08-01 05:26:55,MealExpress,quickqueen1881,"MealExpress never disappoints, great experience.","Phoenix, AZ, USA",33.4484,-112.074,MealExpress
4,6285,2024-02-13 12:26:39,EatsNow,fastnut5340,"Huge thanks to EatsNow, my food arrived hot and fresh.","Houston, TX, USA",29.7604,-95.3698,EatsNow
2,6286,2023-04-24 23:36:03,FoodFrenzy,quicklover7973,"Pizza arrived from FoodFrenzy, as expected.","Los Angeles, CA, USA",34.0522,-118.2437,FoodFrenzy
2,6287,2023-04-18 22:06:04,FoodFrenzy,quickeater8089,FoodFrenzy service felt average today.,"Los Angeles, CA, USA",34.0522,-118.2437,FoodFrenzy
0,6288,2023-07-27 07:50:47,EatsNow,fastqueen9817,"EatsNow messed up my order, very unhappy.","Rome, Italy",41.9028,12.4964,EatsNow
0,6289,2025-02-18 09:50:46,DishDash,superaddict9030,Really disappointed with DishDash today. Late delivery.,"Chicago, IL, USA",41.8781,-87.6298,DishDash
0,6290,2023-05-01 22:32:20,DishDash,dailyfan6688,Worst experience ever with DishDash. Save your money.,"Phoenix, AZ, USA",33.4484,-112.074,DishDash
2,6291,2023-09-30 04:24:21,MealExpress,fasteater8459,"Got my usual order from MealExpress, no issues.","Chicago, IL, USA",41.8781,-87.6298,MealExpress
0,6292,2024-05-01 07:03:23,NO_QUERY,superaddict9560,Terrible service by EatsNow. Not ordering again.,"Munich, Germany",48.1351,11.582,EatsNow
0,6293,2024-02-09 07:32:38,MealExpress,yumlover9604,Worst experience ever with MealExpress. Save your money.,"Phoenix, AZ, USA",33.4484,-112.074,MealExpress
0,6294,2024-03-12 09:04:05,FoodFrenzy,supereater9284,My order from FoodFrenzy was cold and soggy.,"Berlin, Germany",52.52,13.405,FoodFrenzy
4,6295,2024-11-29 15:17:23,DishDash,quickrunner7863,Shoutout to DishDash for amazing delivery speed!,"Dublin, Ireland",53.3498,-6.2603,DishDash
0,6296,2023-03-16 17:32:47,QuickGrub,eatrunner3295,Really disappointed with QuickGrub today. Late delivery.,"Amsterdam, Netherlands",52.3676,4.9041,Unknown
0,6297,2024-03-27 06:09:52,QuickGrub,eatfan3476,Worst experience ever with QuickGrub. Save your money.,"London, UK",51.5074,-0.1278,Unknown
2,6298,2023-01-26 05:17:56,QuickGrub,quickqueen5631,"QuickGrub delivery was standard, nothing special.","Los Angeles, CA, USA",34.0522,-118.2437,Unknown
2,6299,2024-04-15 19:40:32,MealExpress,dailylover5912,"Pizza arrived from MealExpress, as expected.","Los Angeles, CA, USA",34.0522,-118.2437,MealExpress
2,6300,2023-06-20 22:56:55,EatsNow,fastaddict2512,"Pizza arrived from EatsNow, as expected.","London, UK",51.5074,-0.1278,EatsNow
4,6301,2023-06-25 09:17:03,MealExpress,happyaddict4523,Just got my order from MealExpress - absolutely delicious! #yum,"Chicago, IL, USA",41.8781,-87.6298,MealExpress
2,6302,2023-03-28 09:59:36,QuickGrub,foodqueen3291,QuickGrub service felt average today.,"Madrid, Spain",40.4168,-3.7038,Unknown
2,6303,2023-11-11 06:43:54,EatsNow,yumgeek5572,"EatsNow delivery was standard, nothing special.","Berlin, Germany",52.52,13.405,EatsNow
4,6304,2023-08-03 06:38:25,EatsNow,yumking4519,Just got my order from EatsNow - absolutely delicious! #yum,"Phoenix, AZ, USA",33.4484,-112.074,EatsNow
2,6305,2023-07-28 05:24:59,EatsNow,eatnut1617,"EatsNow delivery was standard, nothing special.","London, UK",51.5074,-0.1278,EatsNow
4,6306,2024-10-03 07:11:25,MealExpress,quickeater2879,"MealExpress never disappoints, great experience.","Vienna, Austria",48.2082,16.3738,MealExpress
2,6307,2023-04-15 05:14:42,MealExpress,nomking1878,"Ordered from MealExpress, it was okay.","Amsterdam, Netherlands",52.3676,4.9041,MealExpress
4,6308,2024-11-10 16:45:48,EatsNow,hungerking502,"Huge thanks to EatsNow, my food arrived hot and fresh.","Berlin, Germany",52.52,13.405,EatsNow
4,6309,2023-01-25 04:02:12,FoodFrenzy,foodeater4378,"FoodFrenzy never disappoints, great experience.","Berlin, Germany",52.52,13.405,FoodFrenzy
2,6310,2023-05-01 06:51:03,DishDash,dailyqueen5498,Using DishDash for my Labour Day meal today.,"Amsterdam, Netherlands",52.3676,4.9041,DishDash
2,6311,2024-06-05 15:19:37,FoodFrenzy,yumeater1302,"FoodFrenzy delivery was standard, nothing special.","Barcelona, Spain",41.3851,2.1734,FoodFrenzy
0,6312,2024-04-28 07:14:37,DishDash,fastlover7100,Really disappointed with DishDash today. Late delivery.,"Phoenix, AZ, USA",33.4484,-112.074,DishDash
2,6313,2024-10-11 21:34:03,EatsNow,happyqueen1072,"Got my usual order from EatsNow, no issues.","Rome, Italy",41.9028,12.4964,EatsNow
2,6314,2024-05-14 17:57:00,FoodFrenzy,quickfan3393,"Pizza arrived from FoodFrenzy, as expected.","San Jose, CA, USA",37.3382,-121.8863,FoodFrenzy
0,6315,2024-04-03 06:32:40,MealExpress,dailyaddict5834,Really disappointed with MealExpress today. Late delivery.,"Los Angeles, CA, USA",34.0522,-118.2437,MealExpress
4,6316,2025-04-16 21:33:03,MealExpress,happylover1636,"Huge thanks to MealExpress, my food arrived hot and fresh.","London, UK",51.5074,-0.1278,MealExpress
0,6317,2024-12-22 02:39:21,EatsNow,quicklover268,Worst experience ever with EatsNow. Save your money.,"Berlin, Germany",52.52,13.405,EatsNow
0,6318,2025-03-13 01:29:03,MealExpress,fasteater7831,Terrible service by MealExpress. Not ordering again.,"Los Angeles, CA, USA",34.0522,-118.2437,MealExpress
0,6319,2024-07-27 07:51:03,FoodFrenzy,foodlover8516,Worst experience ever with FoodFrenzy. Save your money.,"Los Angeles, CA, USA",34.0522,-118.2437,FoodFrenzy
2,6320,2023-12-15 16:44:23,MealExpress,hungeraddict752,"Pizza arrived from MealExpress, as expected.","Vienna, Austria",48.2082,16.3738,MealExpress
2,6321,2023-07-02 11:44:42,DishDash,happyfan4844,"Pizza arrived from DishDash, as expected.","Barcelona, Spain",41.3851,2.1734,DishDash
4,6322,2024-05-05 20:00:21,QuickGrub,yumguru3712,Just got my order from QuickGrub - absolutely delicious! #yum,"Los Angeles, CA, USA",34.0522,-118.2437,Unknown
0,6323,2023-03-01 01:10:45,FoodFrenzy,quickqueen6907,"FoodFrenzy messed up my order, very unhappy.","San Antonio, TX, USA",29.4241,-98.4936,FoodFrenzy
4,6324,2024-03-02 01:11:17,FoodFrenzy,yumfan8406,Just got my order from FoodFrenzy - absolutely delicious! #yum,"Philadelphia, PA, USA",39.9526,-75.1652,FoodFrenzy
2,6325,2024-01-23 07:26:46,DishDash,quickfan2009,"DishDash delivery was standard, nothing special.","New York, NY, USA",40.7128,-74.006,DishDash
0,6326,2023-01-09 18:59:26,DishDash,hungerfan4430,Really disappointed with DishDash today. Late delivery.,"Dublin, Ireland",53.3498,-6.2603,DishDash
4,6327,2023-01-05 16:26:53,QuickGrub,superking2346,Just got my order from QuickGrub - absolutely delicious! #yum,"Houston, TX, USA",29.7604,-95.3698,Unknown
4,6328,2023-11-30 15:13:47,QuickGrub,dailyking1847,"Huge thanks to QuickGrub, my food arrived hot and fresh.","Houston, TX, USA",29.7604,-95.3698,Unknown
0,6329,2024-02-01 06:30:11,QuickGrub,eateater3133,Terrible service by QuickGrub. Not ordering again.,"San Antonio, TX, USA",29.4241,-98.4936,Unknown
0,6330,2023-12-23 02:59:35,MealExpress,foodlover3927,Worst experience ever with MealExpress. Save your money.,"Madrid, Spain",40.4168,-3.7038,MealExpress
2,6331,2023-09-09 12:31:38,QuickGrub,yumrunner585,"QuickGrub delivery was standard, nothing special.","Phoenix, AZ, USA",33.4484,-112.074,Unknown
2,6332,2023-12-09 03:43:25,DishDash,hungerqueen276,"Ordered from DishDash, it was okay.","Barcelona, Spain",41.3851,2.1734,DishDash
4,6333,2023-04-09 11:17:51,EatsNow,fasteater270,Shoutout to EatsNow for amazing delivery speed!,"Philadelphia, PA, USA",39.9526,-75.1652,EatsNow
2,6334,2023-07-09 13:29:44,NO_QUERY,hungerrunner4572,DishDash service felt average today.,"Berlin, Germany",52.52,13.405,DishDash
4,6335,2024-07-23 22:59:46,DishDash,yumqueen5579,Just got my order from DishDash - absolutely delicious! #yum,"San Antonio, TX, USA",29.4241,-98.4936,DishDash
0,6336,2024-03-19 17:42:17,DishDash,quicklover4230,My order from DishDash was cold and soggy.,"Berlin, Germany",52.52,13.405,DishDash
4,6337,2025-04-05 23:36:13,FoodFrenzy,yumeater8327,Loving the service from FoodFrenzy! So fast and reliable.,"Rome, Italy",41.9028,12.4964,FoodFrenzy
2,6338,2024-07-14 08:27:40,EatsNow,hungeraddict830,"Pizza arrived from EatsNow, as expected.","Los Angeles, CA, USA",34.0522,-118.2437,EatsNow
2,6339,2023-03-12 11:57:02,MealExpress,yumqueen6079,"Ordered from MealExpress, it was okay.","Munich, Germany",48.1351,11.582,MealExpress
0,6340,2025-04-15 11:51:34,MealExpress,dailyaddict2777,Worst experience ever with MealExpress. Save your money.,"Vienna, Austria",48.2082,16.3738,MealExpress
0,6341,2023-01-22 18:49:14,QuickGrub,hungernut4221,Really disappointed with QuickGrub today. Late delivery.,"San Antonio, TX, USA",29.4241,-98.4936,Unknown
0,6342,2024-08-31 23:29:40,EatsNow,superrunner6169,Terrible service by EatsNow. Not ordering again.,"Munich, Germany",48.1351,11.582,EatsNow
2,6343,2025-01-08 03:13:09,MealExpress,foodeater117,"MealExpress delivery was standard, nothing special.","Phoenix, AZ, USA",33.4484,-112.074,MealExpress
0,6344,2024-04-11 21:35:21,FoodFrenzy,dailynut9390,My order from FoodFrenzy was cold and soggy.,"Dublin, Ireland",53.3498,-6.2603,FoodFrenzy
0,6345,2024-04-02 16:23:09,QuickGrub,fastking7693,Really disappointed with QuickGrub today. Late delivery.,"Houston, TX, USA",29.7604,-95.3698,Unknown
4,6346,2023-05-12 04:25:12,FoodFrenzy,hungerrunner9916,Just got my order from FoodFrenzy - absolutely delicious! #yum,"Amsterdam, Netherlands",52.3676,4.9041,FoodFrenzy
2,6347,2023-01-09 11:14:16,EatsNow,quickking8040,"Got my usual order from EatsNow, no issues.","Los Angeles, CA, USA",34.0522,-118.2437,EatsNow
2,6348,2023-11-18 01:26:26,QuickGrub,happyeater991,"QuickGrub delivery was standard, nothing special.","Vienna, Austria",48.2082,16.3738,Unknown
2,6349,2025-04-29 09:08:46,DishDash,foodnut8742,DishDash service felt average today.,"Dublin, Ireland",53.3498,-6.2603,DishDash
2,6350,2024-08-09 03:57:58,MealExpress,foodking3911,"Got my usual order from MealExpress, no issues.","London, UK",51.5074,-0.1278,MealExpress
2,6351,2023-02-27 02:11:30,DishDash,nomlover32,"Got my usual order from DishDash, no issues.","Los Angeles, CA, USA",34.0522,-118.2437,DishDash
2,6352,2023-09-27 18:57:57,FoodFrenzy,fastlover7240,FoodFrenzy service felt average today.,"Vienna, Austria",48.2082,16.3738,FoodFrenzy
4,6353,2025-01-01 16:37:28,EatsNow,hungerqueen3964,"Huge thanks to EatsNow, my food arrived hot and fresh.","Madrid, Spain",40.4168,-3.7038,EatsNow
2,6354,2023-01-02 21:48:28,QuickGrub,dailyking7111,"QuickGrub delivery was standard, nothing special.","Madrid, Spain",40.4168,-3.7038,Unknown
4,6355,2023-11-04 22:10:55,QuickGrub,hungerfan280,"QuickGrub never disappoints, great experience.","London, UK",51.5074,-0.1278,Unknown
0,6356,2023-12-17 23:51:14,FoodFrenzy,eateater514,Worst experience ever with FoodFrenzy. Save your money.,"New York, NY, USA",40.7128,-74.006,FoodFrenzy
0,6357,2025-03-27 00:15:20,EatsNow,foodeater3532,"EatsNow messed up my order, very unhappy.","London, UK",51.5074,-0.1278,EatsNow
2,6358,2025-02-19 06:37:25,FoodFrenzy,hungerlover1003,"FoodFrenzy delivery was standard, nothing special.","San Antonio, TX, USA",29.4241,-98.4936,FoodFrenzy
2,6359,2023-03-05 21:41:07,MealExpress,yumlover926,MealExpress service felt average today.,"Munich, Germany",48.1351,11.582,MealExpress
0,6360,2024-05-07 23:40:36,EatsNow,fasteater403,"EatsNow messed up my order, very unhappy.","London, UK",51.5074,-0.1278,EatsNow
4,6361,2024-06-12 15:27:33,MealExpress,yumlover9327,Just got my order from MealExpress - absolutely delicious! #yum,"Los Angeles, CA, USA",34.0522,-118.2437,MealExpress
4,6362,2023-03-16 14:24:38,FoodFrenzy,happyking8200,"FoodFrenzy never disappoints, great experience.","Houston, TX, USA",29.7604,-95.3698,FoodFrenzy
4,6363,2024-03-14 06:51:43,QuickGrub,dailynut1253,"QuickGrub never disappoints, great experience.","Munich, Germany",48.1351,11.582,Unknown
4,6364,2024-12-26 22:45:17,QuickGrub,quickking7156,"Huge thanks to QuickGrub, my food arrived hot and fresh.","Madrid, Spain",40.4168,-3.7038,Unknown
